datetime,household_id,hour,day,month,dayofweek,temperature,humidity,is_weekend,is_holiday,energy_kwh
2024-01-06 12:00:00,H01,12,6,1,5,26.17,60.4,1,0,1.954
2024-01-06 13:00:00,H01,13,6,1,5,22.63,58.6,1,0,2.296
2024-01-06 14:00:00,H01,14,6,1,5,25.3,55.5,1,0,2.512
2024-01-06 15:00:00,H01,15,6,1,5,21.89,57.6,1,0,2.248
2024-01-06 16:00:00,H01,16,6,1,5,23.62,58.2,1,0,1.372
2024-01-06 17:00:00,H01,17,6,1,5,21.0,66.0,1,0,2.198
2024-01-06 18:00:00,H01,18,6,1,5,19.3,55.4,1,0,2.401
2024-01-06 19:00:00,H01,19,6,1,5,17.11,64.1,1,0,3.031
2024-01-06 20:00:00,H01,20,6,1,5,16.86,63.5,1,0,2.465
2024-01-06 21:00:00,H01,21,6,1,5,17.47,57.7,1,0,1.484
2024-01-06 22:00:00,H01,22,6,1,5,17.55,67.1,1,0,1.733
2024-01-06 23:00:00,H01,23,6,1,5,16.12,64.1,1,0,1.008
2024-01-07 00:00:00,H01,0,7,1,6,17.45,59.2,1,0,0.08
2024-01-07 01:00:00,H01,1,7,1,6,19.74,52.7,1,0,0.202
2024-01-07 02:00:00,H01,2,7,1,6,15.09,63.4,1,0,-0.626
2024-01-07 03:00:00,H01,3,7,1,6,16.09,61.8,1,0,0.275
2024-01-07 04:00:00,H01,4,7,1,6,14.91,58.4,1,0,0.015
2024-01-07 05:00:00,H01,5,7,1,6,20.85,55.4,1,0,0.588
2024-01-07 06:00:00,H01,6,7,1,6,22.34,62.3,1,0,0.536
2024-01-07 07:00:00,H01,7,7,1,6,19.73,52.3,1,0,0.312
2024-01-07 08:00:00,H01,8,7,1,6,23.61,59.5,1,0,0.318
2024-01-07 09:00:00,H01,9,7,1,6,25.73,56.4,1,0,0.56
2024-01-07 10:00:00,H01,10,7,1,6,24.74,59.6,1,0,1.071
2024-01-07 11:00:00,H01,11,7,1,6,26.35,55.6,1,0,2.134
2024-01-07 12:00:00,H01,12,7,1,6,25.31,58.5,1,0,0.964
2024-01-07 13:00:00,H01,13,7,1,6,22.64,55.7,1,0,1.265
2024-01-07 14:00:00,H01,14,7,1,6,26.22,56.7,1,0,2.633
2024-01-07 15:00:00,H01,15,7,1,6,25.92,59.0,1,0,2.879
2024-01-07 16:00:00,H01,16,7,1,6,23.82,58.7,1,0,1.494
2024-01-07 17:00:00,H01,17,7,1,6,19.58,61.7,1,0,1.413
2024-01-07 18:00:00,H01,18,7,1,6,18.65,57.0,1,0,3.269
2024-01-07 19:00:00,H01,19,7,1,6,16.67,59.3,1,0,2.478
2024-01-07 20:00:00,H01,20,7,1,6,18.89,58.3,1,0,1.612
2024-01-07 21:00:00,H01,21,7,1,6,18.75,59.5,1,0,2.316
2024-01-07 22:00:00,H01,22,7,1,6,16.43,67.2,1,0,1.918
2024-01-07 23:00:00,H01,23,7,1,6,16.86,60.2,1,0,0.95
2024-01-08 00:00:00,H01,0,8,1,0,13.44,58.7,0,0,-0.014
2024-01-08 01:00:00,H01,1,8,1,0,15.43,64.5,0,0,0.361
2024-01-08 02:00:00,H01,2,8,1,0,13.2,68.8,0,0,0.671
2024-01-08 03:00:00,H01,3,8,1,0,15.08,57.4,0,0,0.32
2024-01-08 04:00:00,H01,4,8,1,0,19.08,68.4,0,0,0.498
2024-01-08 05:00:00,H01,5,8,1,0,18.27,62.5,0,0,0.856
2024-01-08 06:00:00,H01,6,8,1,0,22.18,63.0,0,0,0.502
2024-01-08 07:00:00,H01,7,8,1,0,22.26,64.7,0,0,0.211
2024-01-08 08:00:00,H01,8,8,1,0,27.42,60.2,0,0,1.356
2024-01-08 09:00:00,H01,9,8,1,0,23.7,57.7,0,0,0.504
2024-01-08 10:00:00,H01,10,8,1,0,21.8,64.0,0,0,1.128
2024-01-08 11:00:00,H01,11,8,1,0,24.77,58.6,0,0,1.958
2024-01-08 12:00:00,H01,12,8,1,0,23.27,62.7,0,0,0.16
2024-01-08 13:00:00,H01,13,8,1,0,26.59,61.5,0,0,2.362
2024-01-08 14:00:00,H01,14,8,1,0,24.41,53.4,0,0,2.296
2024-01-08 15:00:00,H01,15,8,1,0,23.29,61.5,0,0,1.507
2024-01-08 16:00:00,H01,16,8,1,0,22.28,58.1,0,0,2.105
2024-01-08 17:00:00,H01,17,8,1,0,22.63,59.2,0,0,1.97
2024-01-08 18:00:00,H01,18,8,1,0,19.19,60.9,0,0,2.655
2024-01-08 19:00:00,H01,19,8,1,0,20.1,60.3,0,0,2.906
2024-01-08 20:00:00,H01,20,8,1,0,19.38,66.4,0,0,2.561
2024-01-08 21:00:00,H01,21,8,1,0,15.85,56.6,0,0,2.443
2024-01-08 22:00:00,H01,22,8,1,0,14.0,56.1,0,0,1.408
2024-01-08 23:00:00,H01,23,8,1,0,14.25,55.1,0,0,0.667
2024-01-09 00:00:00,H01,0,9,1,1,16.28,66.1,0,0,0.959
2024-01-09 01:00:00,H01,1,9,1,1,15.34,59.2,0,0,0.067
2024-01-09 02:00:00,H01,2,9,1,1,16.8,62.1,0,0,0.819
2024-01-09 03:00:00,H01,3,9,1,1,19.64,59.7,0,0,0.335
2024-01-09 04:00:00,H01,4,9,1,1,17.92,57.5,0,0,0.895
2024-01-09 05:00:00,H01,5,9,1,1,17.25,64.8,0,0,-0.372
2024-01-09 06:00:00,H01,6,9,1,1,21.9,58.5,0,0,0.209
2024-01-09 07:00:00,H01,7,9,1,1,21.39,58.4,0,0,0.472
2024-01-09 08:00:00,H01,8,9,1,1,24.07,58.9,0,0,1.1
2024-01-09 09:00:00,H01,9,9,1,1,25.45,60.2,0,0,0.773
2024-01-09 10:00:00,H01,10,9,1,1,22.6,54.9,0,0,0.46
2024-01-09 11:00:00,H01,11,9,1,1,27.32,59.8,0,0,2.039
2024-01-09 12:00:00,H01,12,9,1,1,26.63,62.5,0,0,1.865
2024-01-09 13:00:00,H01,13,9,1,1,23.74,52.4,0,0,1.741
2024-01-09 14:00:00,H01,14,9,1,1,24.88,58.7,0,0,1.845
2024-01-09 15:00:00,H01,15,9,1,1,24.0,56.8,0,0,2.206
2024-01-09 16:00:00,H01,16,9,1,1,22.54,61.5,0,0,1.429
2024-01-09 17:00:00,H01,17,9,1,1,22.86,53.7,0,0,1.799
2024-01-09 18:00:00,H01,18,9,1,1,22.59,65.2,0,0,1.967
2024-01-09 19:00:00,H01,19,9,1,1,18.72,54.2,0,0,2.153
2024-01-09 20:00:00,H01,20,9,1,1,19.9,59.1,0,0,2.25
2024-01-09 21:00:00,H01,21,9,1,1,18.24,62.6,0,0,2.255
2024-01-09 22:00:00,H01,22,9,1,1,16.09,59.2,0,0,1.624
2024-01-09 23:00:00,H01,23,9,1,1,15.49,58.9,0,0,1.13
2024-01-10 00:00:00,H01,0,10,1,2,12.93,64.4,0,0,-0.072
2024-01-10 01:00:00,H01,1,10,1,2,12.47,64.1,0,0,-0.567
2024-01-10 02:00:00,H01,2,10,1,2,15.97,62.0,0,0,-0.625
2024-01-10 03:00:00,H01,3,10,1,2,14.92,66.0,0,0,-0.538
2024-01-10 04:00:00,H01,4,10,1,2,17.43,59.7,0,0,-0.616
2024-01-10 05:00:00,H01,5,10,1,2,17.74,62.4,0,0,1.169
2024-01-10 06:00:00,H01,6,10,1,2,16.78,59.6,0,0,-0.415
2024-01-10 07:00:00,H01,7,10,1,2,21.94,55.6,0,0,0.957
2024-01-10 08:00:00,H01,8,10,1,2,21.75,58.0,0,0,0.719
2024-01-10 09:00:00,H01,9,10,1,2,23.68,56.2,0,0,1.169
2024-01-10 10:00:00,H01,10,10,1,2,22.72,56.8,0,0,0.818
2024-01-10 11:00:00,H01,11,10,1,2,24.23,62.5,0,0,1.787
2024-01-10 12:00:00,H01,12,10,1,2,27.81,55.1,0,0,1.69
2024-01-10 13:00:00,H01,13,10,1,2,25.06,54.8,0,0,2.558
2024-01-10 14:00:00,H01,14,10,1,2,25.32,57.5,0,0,2.736
2024-01-10 15:00:00,H01,15,10,1,2,21.25,59.8,0,0,1.954
2024-01-10 16:00:00,H01,16,10,1,2,26.8,51.9,0,0,2.341
2024-01-10 17:00:00,H01,17,10,1,2,24.61,56.5,0,0,2.272
2024-01-10 18:00:00,H01,18,10,1,2,22.45,57.4,0,0,2.556
2024-01-10 19:00:00,H01,19,10,1,2,20.2,59.2,0,0,2.813
2024-01-10 20:00:00,H01,20,10,1,2,17.53,64.1,0,0,2.793
2024-01-10 21:00:00,H01,21,10,1,2,17.26,61.9,0,0,1.994
2024-01-10 22:00:00,H01,22,10,1,2,17.56,66.1,0,0,1.438
2024-01-10 23:00:00,H01,23,10,1,2,14.04,62.9,0,0,1.087
2024-01-11 00:00:00,H01,0,11,1,3,14.2,70.0,0,1,0.259
2024-01-11 01:00:00,H01,1,11,1,3,12.17,62.1,0,1,0.222
2024-01-11 02:00:00,H01,2,11,1,3,14.28,59.8,0,1,0.304
2024-01-11 03:00:00,H01,3,11,1,3,19.45,62.5,0,1,0.488
2024-01-11 04:00:00,H01,4,11,1,3,16.9,67.0,0,1,0.166
2024-01-11 05:00:00,H01,5,11,1,3,18.13,55.4,0,1,-0.161
2024-01-11 06:00:00,H01,6,11,1,3,20.57,58.9,0,1,1.158
2024-01-11 07:00:00,H01,7,11,1,3,18.39,58.4,0,1,1.254
2024-01-11 08:00:00,H01,8,11,1,3,24.2,58.5,0,1,0.172
2024-01-11 09:00:00,H01,9,11,1,3,25.82,57.1,0,1,0.531
2024-01-11 10:00:00,H01,10,11,1,3,25.01,62.9,0,1,0.807
2024-01-11 11:00:00,H01,11,11,1,3,27.8,55.7,0,1,2.027
2024-01-11 12:00:00,H01,12,11,1,3,22.61,64.2,0,1,2.375
2024-01-11 13:00:00,H01,13,11,1,3,28.15,54.7,0,1,1.768
2024-01-11 14:00:00,H01,14,11,1,3,23.01,62.2,0,1,1.795
2024-01-11 15:00:00,H01,15,11,1,3,21.23,60.3,0,1,1.344
2024-01-11 16:00:00,H01,16,11,1,3,22.07,65.9,0,1,2.484
2024-01-11 17:00:00,H01,17,11,1,3,24.66,51.8,0,1,2.163
2024-01-11 18:00:00,H01,18,11,1,3,19.97,55.4,0,1,1.753
2024-01-11 19:00:00,H01,19,11,1,3,17.03,68.8,0,1,1.189
2024-01-11 20:00:00,H01,20,11,1,3,15.17,59.5,0,1,2.658
2024-01-11 21:00:00,H01,21,11,1,3,16.28,59.2,0,1,1.489
2024-01-11 22:00:00,H01,22,11,1,3,12.08,60.5,0,1,2.166
2024-01-11 23:00:00,H01,23,11,1,3,12.83,68.2,0,1,0.751
2024-01-12 00:00:00,H01,0,12,1,4,17.78,56.1,0,0,-0.572
2024-01-12 01:00:00,H01,1,12,1,4,17.55,61.3,0,0,-0.244
2024-01-12 02:00:00,H01,2,12,1,4,15.44,61.2,0,0,-0.133
2024-01-12 03:00:00,H01,3,12,1,4,15.63,66.3,0,0,-0.338
2024-01-12 04:00:00,H01,4,12,1,4,17.61,58.9,0,0,0.099
2024-01-12 05:00:00,H01,5,12,1,4,22.93,60.2,0,0,0.337
2024-01-12 06:00:00,H01,6,12,1,4,20.73,55.0,0,0,1.198
2024-01-12 07:00:00,H01,7,12,1,4,22.93,67.6,0,0,0.746
2024-01-12 08:00:00,H01,8,12,1,4,22.14,58.0,0,0,1.473
2024-01-12 09:00:00,H01,9,12,1,4,23.65,58.2,0,0,0.816
2024-01-12 10:00:00,H01,10,12,1,4,25.5,63.9,0,0,2.024
2024-01-12 11:00:00,H01,11,12,1,4,25.06,55.1,0,0,1.495
2024-01-12 12:00:00,H01,12,12,1,4,21.58,65.9,0,0,1.24
2024-01-12 13:00:00,H01,13,12,1,4,27.13,54.8,0,0,1.805
2024-01-12 14:00:00,H01,14,12,1,4,23.22,61.1,0,0,0.711
2024-01-12 15:00:00,H01,15,12,1,4,27.34,54.0,0,0,2.896
2024-01-12 16:00:00,H01,16,12,1,4,23.74,52.7,0,0,1.437
2024-01-12 17:00:00,H01,17,12,1,4,21.42,60.9,0,0,2.575
2024-01-12 18:00:00,H01,18,12,1,4,20.79,62.2,0,0,2.366
2024-01-12 19:00:00,H01,19,12,1,4,18.51,55.5,0,0,1.702
2024-01-12 20:00:00,H01,20,12,1,4,16.62,60.5,0,0,1.822
2024-01-12 21:00:00,H01,21,12,1,4,16.84,66.4,0,0,2.138
2024-01-12 22:00:00,H01,22,12,1,4,17.26,63.8,0,0,0.757
2024-01-12 23:00:00,H01,23,12,1,4,14.33,61.3,0,0,0.969
2024-01-13 00:00:00,H01,0,13,1,5,13.88,60.7,1,0,-0.377
2024-01-13 01:00:00,H01,1,13,1,5,14.53,70.5,1,0,-0.199
2024-01-13 02:00:00,H01,2,13,1,5,17.38,55.5,1,0,0.138
2024-01-13 03:00:00,H01,3,13,1,5,19.08,60.2,1,0,0.234
2024-01-13 04:00:00,H01,4,13,1,5,18.15,55.1,1,0,0.436
2024-01-13 05:00:00,H01,5,13,1,5,19.75,65.4,1,0,-0.515
2024-01-13 06:00:00,H01,6,13,1,5,18.87,60.5,1,0,0.159
2024-01-13 07:00:00,H01,7,13,1,5,22.87,59.3,1,0,1.029
2024-01-13 08:00:00,H01,8,13,1,5,23.49,69.3,1,0,0.583
2024-01-13 09:00:00,H01,9,13,1,5,22.26,56.5,1,0,1.085
2024-01-13 10:00:00,H01,10,13,1,5,21.11,66.4,1,0,1.298
2024-01-13 11:00:00,H01,11,13,1,5,22.63,57.1,1,0,2.083
2024-01-13 12:00:00,H01,12,13,1,5,23.8,57.2,1,0,1.489
2024-01-13 13:00:00,H01,13,13,1,5,26.92,67.1,1,0,1.457
2024-01-13 14:00:00,H01,14,13,1,5,27.13,55.8,1,0,1.803
2024-01-13 15:00:00,H01,15,13,1,5,22.74,53.1,1,0,2.014
2024-01-13 16:00:00,H01,16,13,1,5,21.77,60.2,1,0,1.056
2024-01-13 17:00:00,H01,17,13,1,5,21.77,58.4,1,0,1.475
2024-01-13 18:00:00,H01,18,13,1,5,20.02,61.5,1,0,2.453
2024-01-13 19:00:00,H01,19,13,1,5,20.38,59.3,1,0,1.785
2024-01-13 20:00:00,H01,20,13,1,5,16.56,70.6,1,0,2.431
2024-01-13 21:00:00,H01,21,13,1,5,18.17,63.1,1,0,2.2
2024-01-13 22:00:00,H01,22,13,1,5,15.24,58.1,1,0,1.971
2024-01-13 23:00:00,H01,23,13,1,5,16.71,62.1,1,0,-0.188
2024-01-14 00:00:00,H01,0,14,1,6,14.51,59.5,1,0,0.412
2024-01-14 01:00:00,H01,1,14,1,6,14.07,62.0,1,0,0.252
2024-01-14 02:00:00,H01,2,14,1,6,19.11,56.8,1,0,-0.154
2024-01-14 03:00:00,H01,3,14,1,6,18.38,69.2,1,0,0.157
2024-01-14 04:00:00,H01,4,14,1,6,14.27,60.1,1,0,0.182
2024-01-14 05:00:00,H01,5,14,1,6,17.9,63.8,1,0,0.104
2024-01-14 06:00:00,H01,6,14,1,6,22.17,57.6,1,0,-0.229
2024-01-14 07:00:00,H01,7,14,1,6,19.14,55.8,1,0,0.516
2024-01-14 08:00:00,H01,8,14,1,6,23.89,58.8,1,0,1.684
2024-01-14 09:00:00,H01,9,14,1,6,24.74,59.2,1,0,0.856
2024-01-14 10:00:00,H01,10,14,1,6,23.07,60.7,1,0,1.751
2024-01-14 11:00:00,H01,11,14,1,6,24.81,47.1,1,0,1.603
2024-01-14 12:00:00,H01,12,14,1,6,21.24,54.4,1,0,1.24
2024-01-14 13:00:00,H01,13,14,1,6,28.02,59.8,1,0,2.099
2024-01-14 14:00:00,H01,14,14,1,6,23.77,54.4,1,0,1.972
2024-01-14 15:00:00,H01,15,14,1,6,24.98,58.3,1,0,2.455
2024-01-14 16:00:00,H01,16,14,1,6,23.6,53.2,1,0,3.155
2024-01-14 17:00:00,H01,17,14,1,6,23.74,61.1,1,0,1.905
2024-01-14 18:00:00,H01,18,14,1,6,19.22,64.1,1,0,1.887
2024-01-14 19:00:00,H01,19,14,1,6,19.07,63.4,1,0,1.472
2024-01-14 20:00:00,H01,20,14,1,6,18.51,64.9,1,0,1.883
2024-01-14 21:00:00,H01,21,14,1,6,18.04,67.2,1,0,1.284
2024-01-14 22:00:00,H01,22,14,1,6,17.75,56.4,1,0,1.859
2024-01-14 23:00:00,H01,23,14,1,6,14.31,59.7,1,0,0.923
2024-01-15 00:00:00,H01,0,15,1,0,13.8,66.7,0,0,0.329
2024-01-15 01:00:00,H01,1,15,1,0,17.62,65.7,0,0,0.488
2024-01-15 02:00:00,H01,2,15,1,0,12.0,61.3,0,0,0.082
2024-01-15 03:00:00,H01,3,15,1,0,19.29,57.4,0,0,0.934
2024-01-15 04:00:00,H01,4,15,1,0,16.96,58.9,0,0,0.355
2024-01-15 05:00:00,H01,5,15,1,0,18.7,54.2,0,0,0.6
2024-01-15 06:00:00,H01,6,15,1,0,18.77,55.5,0,0,-0.393
2024-01-15 07:00:00,H01,7,15,1,0,21.21,54.4,0,0,-0.079
2024-01-15 08:00:00,H01,8,15,1,0,24.79,56.4,0,0,1.062
2024-01-15 09:00:00,H01,9,15,1,0,24.92,58.6,0,0,0.342
